Bolge,Ulke_Sehir,Cinsiyet,Kanser_Turu,Yas_Grubu,Yillik_Vaka_Hizi_100Bin,Yillik_Olum_Hizi_100Bin,Bes_Yillik_Sagkalim_Yuzdesi
Turkiye,Karabuk,Erkek,Mesane,30-49,5.1,1.0,77.6
Turkiye,Karabuk,Erkek,Mesane,50-69,29.8,9.1,69.1
Turkiye,Karabuk,Erkek,Mesane,70+,44.6,15.2,60.9
Turkiye,Karabuk,Erkek,Diger,30-49,2.9,0.6,69.3
Turkiye,Karabuk,Erkek,Diger,50-69,14.3,4.4,63.5
Turkiye,Karabuk,Erkek,Diger,70+,21.3,9.0,53.3
Turkiye,Karabuk,Kadin,Akciger,30-49,2.5,1.4,19.6
Turkiye,Karabuk,Kadin,Akciger,50-69,14.8,9.0,7.9
Turkiye,Karabuk,Kadin,Akciger,70+,20.0,16.3,5.0
Turkiye,Karabuk,Kadin,Meme,30-49,46.8,8.5,86.7
Turkiye,Karabuk,Kadin,Meme,50-69,116.5,25.6,86.7
Turkiye,Karabuk,Kadin,Meme,70+,155.1,45.6,72.0
Turkiye,Karabuk,Kadin,Kolorektal,30-49,12.6,3.4,63.9
Turkiye,Karabuk,Kadin,Kolorektal,50-69,26.4,12.5,56.2
Turkiye,Karabuk,Kadin,Kolorektal,70+,90.6,59.7,47.6
Turkiye,Karabuk,Kadin,Tiroid,30-49,38.5,0.6,97.1
Turkiye,Karabuk,Kadin,Tiroid,50-69,41.8,0.6,98.9
Turkiye,Karabuk,Kadin,Tiroid,70+,52.7,1.0,87.9
Turkiye,Karabuk,Kadin,Mide,30-49,2.2,1.3,25.7
Turkiye,Karabuk,Kadin,Mide,50-69,12.3,8.1,23.3
Turkiye,Karabuk,Kadin,Mide,70+,17.4,13.1,10.6
Turkiye,Karabuk,Kadin,Mesane,30-49,1.0,0.2,76.2
Turkiye,Karabuk,Kadin,Mesane,50-69,6.5,2.2,71.4
Turkiye,Karabuk,Kadin,Mesane,70+,8.5,3.9,57.0
Turkiye,Karabuk,Kadin,Diger,30-49,2.9,0.6,70.2
Turkiye,Karabuk,Kadin,Diger,50-69,14.0,4.8,64.7
Turkiye,Karabuk,Kadin,Diger,70+,18.4,7.6,51.9
Turkiye,Kilis,Erkek,Akciger,30-49,11.6,5.9,17.7
Turkiye,Kilis,Erkek,Akciger,50-69,58.0,50.1,14.4
Turkiye,Kilis,Erkek,Akciger,70+,101.8,98.7,5.0
Turkiye,Kilis,Erkek,Prostat,30-49,28.5,4.2,89.3
Turkiye,Kilis,Erkek,Prostat,50-69,29.2,6.6,86.0
Turkiye,Kilis,Erkek,Prostat,70+,182.7,64.2,74.6
Turkiye,Kilis,Erkek,Kolorektal,30-49,12.5,3.9,62.0
Turkiye,Kilis,Erkek,Kolorektal,50-69,27.4,10.4,58.7
Turkiye,Kilis,Erkek,Kolorektal,70+,100.4,53.1,46.0
Turkiye,Kilis,Erkek,Tiroid,30-49,9.4,0.6,97.5
Turkiye,Kilis,Erkek,Tiroid,50-69,9.4,0.7,99.3
Turkiye,Kilis,Erkek,Tiroid,70+,13.1,1.1,84.3
Turkiye,Kilis,Erkek,Mide,30-49,3.5,1.8,28.1
Turkiye,Kilis,Erkek,Mide,50-69,19.2,15.5,22.4
Turkiye,Kilis,Erkek,Mide,70+,26.7,23.7,10.4
Turkiye,Kilis,Erkek,Mesane,30-49,6.2,1.1,75.5
Turkiye,Kilis,Erkek,Mesane,50-69,35.7,8.0,69.0
Turkiye,Kilis,Erkek,Mesane,70+,49.3,15.8,58.6
Turkiye,Kilis,Erkek,Diger,30-49,2.4,0.6,70.5
Turkiye,Kilis,Erkek,Diger,50-69,13.7,4.9,64.4
Turkiye,Kilis,Erkek,Diger,70+,21.4,8.0,55.3
Turkiye,Kilis,Kadin,Akciger,30-49,2.7,1.2,19.1
Turkiye,Kilis,Kadin,Akciger,50-69,13.8,9.8,14.2
Turkiye,Kilis,Kadin,Akciger,70+,19.2,15.4,5.0
Turkiye,Kilis,Kadin,Meme,30-49,51.6,7.7,84.0
Turkiye,Kilis,Kadin,Meme,50-69,114.6,25.9,83.7
Turkiye,Kilis,Kadin,Meme,70+,169.2,49.8,75.9
Turkiye,Kilis,Kadin,Kolorektal,30-49,13.6,3.9,65.2
Turkiye,Kilis,Kadin,Kolorektal,50-69,24.5,11.7,60.2
Turkiye,Kilis,Kadin,Kolorektal,70+,97.4,61.9,46.0
Turkiye,Kilis,Kadin,Tiroid,30-49,37.4,0.6,96.3
Turkiye,Kilis,Kadin,Tiroid,50-69,38.7,0.5,99.5
Turkiye,Kilis,Kadin,Tiroid,70+,53.4,1.0,84.7
Turkiye,Kilis,Kadin,Mide,30-49,2.0,1.1,28.5
Turkiye,Kilis,Kadin,Mide,50-69,10.9,8.4,24.2
Turkiye,Kilis,Kadin,Mide,70+,15.2,12.2,11.2
Turkiye,Kilis,Kadin,Mesane,30-49,1.1,0.3,73.2
Turkiye,Kilis,Kadin,Mesane,50-69,5.1,2.1,74.2
Turkiye,Kilis,Kadin,Mesane,70+,9.8,4.4,58.7
Turkiye,Kilis,Kadin,Diger,30-49,2.3,0.5,68.4
Turkiye,Kilis,Kadin,Diger,50-69,14.8,5.5,66.6
Turkiye,Kilis,Kadin,Diger,70+,21.4,8.1,51.3
Turkiye,Osmaniye,Erkek,Akciger,30-49,11.4,6.6,20.2
Turkiye,Osmaniye,Erkek,Akciger,50-69,56.9,54.7,15.8
Turkiye,Osmaniye,Erkek,Akciger,70+,79.4,63.5,5.0
Turkiye,Osmaniye,Erkek,Prostat,30-49,25.6,5.1,92.4
Turkiye,Osmaniye,Erkek,Prostat,50-69,30.8,6.0,87.1
Turkiye,Osmaniye,Erkek,Prostat,70+,191.2,61.6,76.3
Turkiye,Osmaniye,Erkek,Kolorektal,30-49,13.1,4.0,66.2
Turkiye,Osmaniye,Erkek,Kolorektal,50-69,24.9,12.5,57.4
Turkiye,Osmaniye,Erkek,Kolorektal,70+,87.5,48.1,46.2
Turkiye,Osmaniye,Erkek,Tiroid,30-49,8.6,0.6,98.6
Turkiye,Osmaniye,Erkek,Tiroid,50-69,8.1,0.6,97.5
Turkiye,Osmaniye,Erkek,Tiroid,70+,10.8,1.0,84.8
Turkiye,Osmaniye,Erkek,Mide,30-49,3.8,1.8,28.7
Turkiye,Osmaniye,Erkek,Mide,50-69,16.7,16.4,25.3
Turkiye,Osmaniye,Erkek,Mide,70+,22.3,17.8,11.9
Turkiye,Osmaniye,Erkek,Mesane,30-49,5.9,1.0,75.0
Turkiye,Osmaniye,Erkek,Mesane,50-69,29.5,9.1,73.2
Turkiye,Osmaniye,Erkek,Mesane,70+,40.7,17.0,57.6
Turkiye,Osmaniye,Erkek,Diger,30-49,2.5,0.6,71.2
Turkiye,Osmaniye,Erkek,Diger,50-69,16.0,4.5,64.2
Turkiye,Osmaniye,Erkek,Diger,70+,22.4,8.8,51.1
Turkiye,Osmaniye,Kadin,Akciger,30-49,2.6,1.2,22.7
Turkiye,Osmaniye,Kadin,Akciger,50-69,15.7,11.0,17.4
Turkiye,Osmaniye,Kadin,Akciger,70+,19.7,19.5,5.7
Turkiye,Osmaniye,Kadin,Meme,30-49,48.9,7.3,82.9
Turkiye,Osmaniye,Kadin,Meme,50-69,114.2,25.6,87.7
Turkiye,Osmaniye,Kadin,Meme,70+,167.5,40.2,70.4
Turkiye,Osmaniye,Kadin,Kolorektal,30-49,11.8,3.7,62.9
Turkiye,Osmaniye,Kadin,Kolorektal,50-69,27.3,12.7,59.2
Turkiye,Osmaniye,Kadin,Kolorektal,70+,93.5,54.8,47.2
Turkiye,Osmaniye,Kadin,Tiroid,30-49,35.5,0.6,99.0
Turkiye,Osmaniye,Kadin,Tiroid,50-69,38.6,0.6,99.0
Turkiye,Osmaniye,Kadin,Tiroid,70+,45.7,1.1,85.0
Turkiye,Osmaniye,Kadin,Mide,30-49,1.9,1.0,28.3
Turkiye,Osmaniye,Kadin,Mide,50-69,11.3,7.8,23.9
Turkiye,Osmaniye,Kadin,Mide,70+,14.2,11.4,11.4
Turkiye,Osmaniye,Kadin,Mesane,30-49,1.2,0.3,73.0
Turkiye,Osmaniye,Kadin,Mesane,50-69,6.0,2.2,71.8
Turkiye,Osmaniye,Kadin,Mesane,70+,8.5,3.7,58.2
Turkiye,Osmaniye,Kadin,Diger,30-49,2.5,0.6,70.3
Turkiye,Osmaniye,Kadin,Diger,50-69,16.1,4.9,63.8
Turkiye,Osmaniye,Kadin,Diger,70+,19.2,9.0,51.1
Turkiye,Duzce,Erkek,Akciger,30-49,12.8,5.6,20.0
Turkiye,Duzce,Erkek,Akciger,50-69,69.8,54.5,15.3
Turkiye,Duzce,Erkek,Akciger,70+,80.1,64.1,5.0
Turkiye,Duzce,Erkek,Prostat,30-49,29.2,4.4,89.4
Turkiye,Duzce,Erkek,Prostat,50-69,25.7,5.5,86.8
Turkiye,Duzce,Erkek,Prostat,70+,229.0,70.1,75.5
Turkiye,Duzce,Erkek,Kolorektal,30-49,11.8,3.7,66.0
Turkiye,Duzce,Erkek,Kolorektal,50-69,26.4,9.1,57.8
Turkiye,Duzce,Erkek,Kolorektal,70+,88.7,53.6,48.0
Turkiye,Duzce,Erkek,Tiroid,30-49,8.9,0.6,99.5
Turkiye,Duzce,Erkek,Tiroid,50-69,8.5,0.7,97.0
Turkiye,Duzce,Erkek,Tiroid,70+,12.7,1.0,86.4
Turkiye,Duzce,Erkek,Mide,30-49,3.5,1.9,26.1
Turkiye,Duzce,Erkek,Mide,50-69,17.3,13.8,22.1
Turkiye,Duzce,Erkek,Mide,70+,28.1,22.9,10.5
Turkiye,Duzce,Erkek,Mesane,30-49,5.5,1.1,70.6
Turkiye,Duzce,Erkek,Mesane,50-69,31.4,8.2,71.6
Turkiye,Duzce,Erkek,Mesane,70+,39.8,14.7,58.5
Turkiye,Duzce,Erkek,Diger,30-49,2.5,0.6,67.4
Turkiye,Duzce,Erkek,Diger,50-69,12.8,5.4,62.7
Turkiye,Duzce,Erkek,Diger,70+,20.7,9.3,51.9
Turkiye,Duzce,Kadin,Akciger,30-49,2.4,1.3,21.5
Turkiye,Duzce,Kadin,Akciger,50-69,12.7,10.4,11.9
Turkiye,Duzce,Kadin,Akciger,70+,19.0,18.4,5.0
Turkiye,Duzce,Kadin,Meme,30-49,46.2,6.7,86.1
Turkiye,Duzce,Kadin,Meme,50-69,124.7,21.9,84.9
Turkiye,Duzce,Kadin,Meme,70+,167.5,46.1,71.3
Turkiye,Duzce,Kadin,Kolorektal,30-49,12.1,3.9,63.3
Turkiye,Duzce,Kadin,Kolorektal,50-69,20.8,11.4,61.7
Turkiye,Duzce,Kadin,Kolorektal,70+,96.1,51.4,46.1
Turkiye,Duzce,Kadin,Tiroid,30-49,43.4,0.6,99.4
Turkiye,Duzce,Kadin,Tiroid,50-69,39.1,0.6,97.8
Turkiye,Duzce,Kadin,Tiroid,70+,52.9,1.1,88.9
Turkiye,Duzce,Kadin,Mide,30-49,2.3,1.0,27.9
Turkiye,Duzce,Kadin,Mide,50-69,12.2,9.4,21.9
Turkiye,Duzce,Kadin,Mide,70+,19.9,14.1,9.1
Turkiye,Duzce,Kadin,Mesane,30-49,1.1,0.3,74.0
Turkiye,Duzce,Kadin,Mesane,50-69,5.9,2.4,71.0
Turkiye,Duzce,Kadin,Mesane,70+,8.2,4.0,59.5
Turkiye,Duzce,Kadin,Diger,30-49,2.9,0.7,70.1
Turkiye,Duzce,Kadin,Diger,50-69,15.4,5.1,65.9
Turkiye,Duzce,Kadin,Diger,70+,21.1,8.7,55.2
Avrupa,Almanya,Erkek,Akciger,30-49,12.8,4.1,23.0
Avrupa,Almanya,Erkek,Akciger,50-69,55.2,45.0,19.5
Avrupa,Almanya,Erkek,Akciger,70+,82.0,75.3,7.0
Avrupa,Almanya,Erkek,Prostat,30-49,32.6,4.5,93.9
Avrupa,Almanya,Erkek,Prostat,50-69,52.0,7.3,95.2
Avrupa,Almanya,Erkek,Prostat,70+,233.0,59.3,84.6
Avrupa,Almanya,Erkek,Kolorektal,30-49,20.7,4.2,67.1
Avrupa,Almanya,Erkek,Kolorektal,50-69,42.3,14.4,62.9
Avrupa,Almanya,Erkek,Kolorektal,70+,136.8,59.0,53.3
Avrupa,Almanya,Erkek,Tiroid,30-49,4.2,0.4,96.7
Avrupa,Almanya,Erkek,Tiroid,50-69,4.9,0.5,94.5
Avrupa,Almanya,Erkek,Tiroid,70+,6.4,0.9,86.2
Avrupa,Almanya,Erkek,Mide,30-49,2.1,0.9,34.1
Avrupa,Almanya,Erkek,Mide,50-69,10.6,7.7,28.8
Avrupa,Almanya,Erkek,Mide,70+,15.7,14.0,17.8
Avrupa,Almanya,Erkek,Mesane,30-49,7.3,1.0,77.0
Avrupa,Almanya,Erkek,Mesane,50-69,34.1,8.6,74.9
Avrupa,Almanya,Erkek,Mesane,70+,45.1,15.2,64.5
Avrupa,Almanya,Erkek,Diger,30-49,4.4,0.8,71.8
Avrupa,Almanya,Erkek,Diger,50-69,21.8,7.9,67.5
Avrupa,Almanya,Erkek,Diger,70+,28.8,12.3,57.3
Avrupa,Almanya,Kadin,Akciger,30-49,7.5,2.6,22.5
Avrupa,Almanya,Kadin,Akciger,50-69,41.0,28.8,18.0
Avrupa,Almanya,Kadin,Akciger,70+,50.5,44.9,10.0
Avrupa,Almanya,Kadin,Meme,30-49,58.6,10.3,89.4
Avrupa,Almanya,Kadin,Meme,50-69,144.4,30.6,89.3
Avrupa,Almanya,Kadin,Meme,70+,197.4,48.1,79.4
Avrupa,Almanya,Kadin,Kolorektal,30-49,19.0,3.7,67.0
Avrupa,Almanya,Kadin,Kolorektal,50-69,39.1,13.5,62.9
Avrupa,Almanya,Kadin,Kolorektal,70+,126.7,64.8,54.1
Avrupa,Almanya,Kadin,Tiroid,30-49,13.4,0.6,97.9
Avrupa,Almanya,Kadin,Tiroid,50-69,16.5,0.6,95.2
Avrupa,Almanya,Kadin,Tiroid,70+,24.5,0.8,87.3
Avrupa,Almanya,Kadin,Mide,30-49,1.0,0.4,32.5
Avrupa,Almanya,Kadin,Mide,50-69,5.4,4.2,28.1
Avrupa,Almanya,Kadin,Mide,70+,7.2,6.3,19.6
Avrupa,Almanya,Kadin,Mesane,30-49,1.4,0.3,79.6
Avrupa,Almanya,Kadin,Mesane,50-69,6.6,3.0,76.7
Avrupa,Almanya,Kadin,Mesane,70+,10.3,4.8,65.8
Avrupa,Almanya,Kadin,Diger,30-49,4.3,0.8,69.3
Avrupa,Almanya,Kadin,Diger,50-69,22.2,7.8,67.7
Avrupa,Almanya,Kadin,Diger,70+,31.9,11.7,56.8
Avrupa,Fransa,Erkek,Akciger,30-49,13.1,4.6,23.3
Avrupa,Fransa,Erkek,Akciger,50-69,57.7,43.4,21.1
Avrupa,Fransa,Erkek,Akciger,70+,75.4,69.9,8.9
Avrupa,Fransa,Erkek,Prostat,30-49,30.1,4.0,96.2
Avrupa,Fransa,Erkek,Prostat,50-69,50.1,6.7,94.7
Avrupa,Fransa,Erkek,Prostat,70+,259.4,73.1,83.7
Avrupa,Fransa,Erkek,Kolorektal,30-49,19.2,3.5,67.8
Avrupa,Fransa,Erkek,Kolorektal,50-69,39.5,15.7,67.3
Avrupa,Fransa,Erkek,Kolorektal,70+,132.7,55.4,54.0
Avrupa,Fransa,Erkek,Tiroid,30-49,4.5,0.5,95.5
Avrupa,Fransa,Erkek,Tiroid,50-69,4.6,0.5,95.3
Avrupa,Fransa,Erkek,Tiroid,70+,6.3,0.8,87.7
Avrupa,Fransa,Erkek,Mide,30-49,2.0,1.0,31.0
Avrupa,Fransa,Erkek,Mide,50-69,10.8,8.7,27.3
Avrupa,Fransa,Erkek,Mide,70+,15.0,14.6,19.7
Avrupa,Fransa,Erkek,Mesane,30-49,7.2,0.9,77.8
Avrupa,Fransa,Erkek,Mesane,50-69,39.6,10.1,72.8
Avrupa,Fransa,Erkek,Mesane,70+,46.2,15.3,64.3
Avrupa,Fransa,Erkek,Diger,30-49,4.0,0.7,73.4
Avrupa,Fransa,Erkek,Diger,50-69,22.9,6.2,68.6
Avrupa,Fransa,Erkek,Diger,70+,32.0,12.1,58.4
Avrupa,Fransa,Kadin,Akciger,30-49,6.8,2.6,24.9
Avrupa,Fransa,Kadin,Akciger,50-69,35.3,23.5,18.9
Avrupa,Fransa,Kadin,Akciger,70+,48.3,38.6,9.5
Avrupa,Fransa,Kadin,Meme,30-49,56.3,10.2,89.2
Avrupa,Fransa,Kadin,Meme,50-69,137.4,30.8,89.3
Avrupa,Fransa,Kadin,Meme,70+,195.8,47.6,78.1
Avrupa,Fransa,Kadin,Kolorektal,30-49,18.3,3.9,67.7
Avrupa,Fransa,Kadin,Kolorektal,50-69,45.7,15.2,65.1
Avrupa,Fransa,Kadin,Kolorektal,70+,128.3,69.1,55.0
Avrupa,Fransa,Kadin,Tiroid,30-49,16.0,0.5,95.3
Avrupa,Fransa,Kadin,Tiroid,50-69,16.6,0.5,95.8
Avrupa,Fransa,Kadin,Tiroid,70+,23.3,0.8,86.5
Avrupa,Fransa,Kadin,Mide,30-49,1.2,0.4,31.9
Avrupa,Fransa,Kadin,Mide,50-69,5.6,4.1,26.0
Avrupa,Fransa,Kadin,Mide,70+,7.2,5.8,17.6
Avrupa,Fransa,Kadin,Mesane,30-49,1.5,0.3,77.9
Avrupa,Fransa,Kadin,Mesane,50-69,7.2,2.9,74.3
Avrupa,Fransa,Kadin,Mesane,70+,10.7,4.3,64.1
Avrupa,Fransa,Kadin,Diger,30-49,4.3,0.8,70.0
Avrupa,Fransa,Kadin,Diger,50-69,23.4,8.1,65.7
Avrupa,Fransa,Kadin,Diger,70+,28.7,11.9,60.9
Avrupa,Italya,Erkek,Akciger,30-49,11.3,5.1,21.4
Avrupa,Italya,Erkek,Akciger,50-69,54.0,43.8,17.9
Avrupa,Italya,Erkek,Akciger,70+,76.8,72.1,8.4
Avrupa,Italya,Erkek,Prostat,30-49,37.8,4.6,98.7
Avrupa,Italya,Erkek,Prostat,50-69,49.8,7.0,92.9
Avrupa,Italya,Erkek,Prostat,70+,220.5,71.1,82.5
Avrupa,Italya,Erkek,Kolorektal,30-49,17.7,4.2,70.5
Avrupa,Italya,Erkek,Kolorektal,50-69,43.2,16.2,63.7
Avrupa,Italya,Erkek,Kolorektal,70+,116.2,67.1,55.2
Avrupa,Italya,Erkek,Tiroid,30-49,4.5,0.5,97.8
Avrupa,Italya,Erkek,Tiroid,50-69,4.2,0.5,95.2
Avrupa,Italya,Erkek,Tiroid,70+,6.1,0.8,86.1
Avrupa,Italya,Erkek,Mide,30-49,2.1,0.8,30.1
Avrupa,Italya,Erkek,Mide,50-69,11.1,9.2,28.2
Avrupa,Italya,Erkek,Mide,70+,16.5,15.3,19.5
Avrupa,Italya,Erkek,Mesane,30-49,6.8,1.0,79.0
Avrupa,Italya,Erkek,Mesane,50-69,33.1,8.2,74.6
Avrupa,Italya,Erkek,Mesane,70+,42.3,14.6,64.5
Avrupa,Italya,Erkek,Diger,30-49,4.4,0.7,71.2
Avrupa,Italya,Erkek,Diger,50-69,23.5,6.9,68.7
Avrupa,Italya,Erkek,Diger,70+,26.5,14.2,57.0
Avrupa,Italya,Kadin,Akciger,30-49,7.3,2.3,22.9
Avrupa,Italya,Kadin,Akciger,50-69,36.6,26.8,18.3
Avrupa,Italya,Kadin,Akciger,70+,45.4,36.3,9.5
Avrupa,Italya,Kadin,Meme,30-49,64.3,9.1,88.4
Avrupa,Italya,Kadin,Meme,50-69,153.3,25.3,87.4
Avrupa,Italya,Kadin,Meme,70+,210.8,43.2,77.1
Avrupa,Italya,Kadin,Kolorektal,30-49,21.5,3.5,68.2
Avrupa,Italya,Kadin,Kolorektal,50-69,42.2,12.0,63.7
Avrupa,Italya,Kadin,Kolorektal,70+,132.3,65.9,55.7
Avrupa,Italya,Kadin,Tiroid,30-49,15.6,0.5,95.6
Avrupa,Italya,Kadin,Tiroid,50-69,14.4,0.5,94.6
Avrupa,Italya,Kadin,Tiroid,70+,23.1,0.7,87.4
Avrupa,Italya,Kadin,Mide,30-49,1.1,0.4,33.8
Avrupa,Italya,Kadin,Mide,50-69,5.3,4.2,28.0
Avrupa,Italya,Kadin,Mide,70+,7.3,5.8,16.6
Avrupa,Italya,Kadin,Mesane,30-49,1.6,0.3,77.4
Avrupa,Italya,Kadin,Mesane,50-69,8.4,2.4,73.3
Avrupa,Italya,Kadin,Mesane,70+,9.3,4.8,63.1
Avrupa,Italya,Kadin,Diger,30-49,4.5,0.7,70.4
Avrupa,Italya,Kadin,Diger,50-69,22.6,7.4,65.6
Avrupa,Italya,Kadin,Diger,70+,35.5,12.0,54.6
Avrupa,Ispanya,Erkek,Akciger,30-49,10.9,4.2,24.1
Avrupa,Ispanya,Erkek,Akciger,50-69,59.3,47.3,18.5
Avrupa,Ispanya,Erkek,Akciger,70+,76.8,73.9,9.4
Avrupa,Ispanya,Erkek,Prostat,30-49,37.0,4.3,98.2
Avrupa,Ispanya,Erkek,Prostat,50-69,49.7,7.4,93.9
Avrupa,Ispanya,Erkek,Prostat,70+,242.2,75.1,83.1
Avrupa,Ispanya,Erkek,Kolorektal,30-49,17.9,3.6,68.2
Avrupa,Ispanya,Erkek,Kolorektal,50-69,36.6,15.5,63.9
Avrupa,Ispanya,Erkek,Kolorektal,70+,138.4,61.3,54.2
Avrupa,Ispanya,Erkek,Tiroid,30-49,4.9,0.5,95.6
Avrupa,Ispanya,Erkek,Tiroid,50-69,4.6,0.5,97.0
Avrupa,Ispanya,Erkek,Tiroid,70+,6.0,0.9,84.5
Avrupa,Ispanya,Erkek,Mide,30-49,2.1,0.9,32.6
Avrupa,Ispanya,Erkek,Mide,50-69,12.0,9.2,27.6
Avrupa,Ispanya,Erkek,Mide,70+,16.2,13.3,19.7
Avrupa,Ispanya,Erkek,Mesane,30-49,7.7,1.0,78.1
Avrupa,Ispanya,Erkek,Mesane,50-69,33.2,8.5,74.4
Avrupa,Ispanya,Erkek,Mesane,70+,42.3,14.8,63.0
Avrupa,Ispanya,Erkek,Diger,30-49,4.3,0.7,71.4
Avrupa,Ispanya,Erkek,Diger,50-69,21.1,8.1,66.7
Avrupa,Ispanya,Erkek,Diger,70+,28.1,12.6,60.1
Avrupa,Ispanya,Kadin,Akciger,30-49,7.4,2.6,21.0
Avrupa,Ispanya,Kadin,Akciger,50-69,35.4,27.4,18.5
Avrupa,Ispanya,Kadin,Akciger,70+,42.9,41.9,11.4
Avrupa,Ispanya,Kadin,Meme,30-49,63.8,8.9,89.9
Avrupa,Ispanya,Kadin,Meme,50-69,133.0,31.3,89.3
Avrupa,Ispanya,Kadin,Meme,70+,208.8,41.4,80.4
Avrupa,Ispanya,Kadin,Kolorektal,30-49,19.0,4.1,69.2
Avrupa,Ispanya,Kadin,Kolorektal,50-69,42.2,14.4,65.0
Avrupa,Ispanya,Kadin,Kolorektal,70+,127.7,60.4,53.3
Avrupa,Ispanya,Kadin,Tiroid,30-49,14.3,0.5,97.9
Avrupa,Ispanya,Kadin,Tiroid,50-69,16.2,0.5,97.5
Avrupa,Ispanya,Kadin,Tiroid,70+,20.3,0.8,86.8
Avrupa,Ispanya,Kadin,Mide,30-49,1.2,0.4,30.9
Avrupa,Ispanya,Kadin,Mide,50-69,4.9,3.9,29.6
Avrupa,Ispanya,Kadin,Mide,70+,7.2,6.4,19.6
Avrupa,Ispanya,Kadin,Mesane,30-49,1.6,0.3,78.9
Avrupa,Ispanya,Kadin,Mesane,50-69,6.9,3.1,76.8
Avrupa,Ispanya,Kadin,Mesane,70+,10.5,3.9,63.8
Avrupa,Ispanya,Kadin,Diger,30-49,4.6,0.7,72.7
Avrupa,Ispanya,Kadin,Diger,50-69,22.9,7.1,67.0
Avrupa,Ispanya,Kadin,Diger,70+,27.8,12.2,56.8
Avrupa,Ingiltere,Erkek,Akciger,30-49,12.6,5.3,21.1
Avrupa,Ingiltere,Erkek,Akciger,50-69,50.2,45.2,17.0
Avrupa,Ingiltere,Erkek,Akciger,70+,78.6,62.9,11.4
Avrupa,Ingiltere,Erkek,Prostat,30-49,35.5,4.1,94.9
Avrupa,Ingiltere,Erkek,Prostat,50-69,48.1,7.0,94.3
Avrupa,Ingiltere,Erkek,Prostat,70+,224.5,67.2,82.1
Avrupa,Ingiltere,Erkek,Kolorektal,30-49,16.0,3.6,66.0
Avrupa,Ingiltere,Erkek,Kolorektal,50-69,43.0,14.5,63.3
Avrupa,Ingiltere,Erkek,Kolorektal,70+,119.4,49.8,56.5
Avrupa,Ingiltere,Erkek,Tiroid,30-49,4.2,0.5,94.6
Avrupa,Ingiltere,Erkek,Tiroid,50-69,4.8,0.5,95.4
Avrupa,Ingiltere,Erkek,Tiroid,70+,5.9,0.9,86.9
Avrupa,Ingiltere,Erkek,Mide,30-49,2.2,0.8,29.5
Avrupa,Ingiltere,Erkek,Mide,50-69,10.9,8.7,29.4
Avrupa,Ingiltere,Erkek,Mide,70+,12.5,10.0,17.7
Avrupa,Ingiltere,Erkek,Mesane,30-49,6.8,0.9,77.8
Avrupa,Ingiltere,Erkek,Mesane,50-69,35.0,8.9,75.2
Avrupa,Ingiltere,Erkek,Mesane,70+,47.3,15.3,66.6
Avrupa,Ingiltere,Erkek,Diger,30-49,4.9,0.8,67.1
Avrupa,Ingiltere,Erkek,Diger,50-69,24.4,7.9,69.6
Avrupa,Ingiltere,Erkek,Diger,70+,32.3,13.7,58.6
Avrupa,Ingiltere,Kadin,Akciger,30-49,7.9,3.1,23.3
Avrupa,Ingiltere,Kadin,Akciger,50-69,32.0,26.4,19.5
Avrupa,Ingiltere,Kadin,Akciger,70+,48.9,40.7,7.4
Avrupa,Ingiltere,Kadin,Meme,30-49,55.0,10.0,91.1
Avrupa,Ingiltere,Kadin,Meme,50-69,154.3,30.6,88.9
Avrupa,Ingiltere,Kadin,Meme,70+,171.9,45.5,79.2
Avrupa,Ingiltere,Kadin,Kolorektal,30-49,18.3,3.9,68.6
Avrupa,Ingiltere,Kadin,Kolorektal,50-69,44.5,14.7,61.5
Avrupa,Ingiltere,Kadin,Kolorektal,70+,123.9,64.5,56.1
Avrupa,Ingiltere,Kadin,Tiroid,30-49,15.4,0.5,96.9
Avrupa,Ingiltere,Kadin,Tiroid,50-69,16.0,0.5,95.6
Avrupa,Ingiltere,Kadin,Tiroid,70+,20.7,0.8,86.2
Avrupa,Ingiltere,Kadin,Mide,30-49,1.1,0.4,32.3
Avrupa,Ingiltere,Kadin,Mide,50-69,5.5,4.1,27.4
Avrupa,Ingiltere,Kadin,Mide,70+,7.2,6.6,18.8
Avrupa,Ingiltere,Kadin,Mesane,30-49,1.5,0.3,76.7
Avrupa,Ingiltere,Kadin,Mesane,50-69,7.5,2.5,74.5
Avrupa,Ingiltere,Kadin,Mesane,70+,9.3,4.5,64.0
Avrupa,Ingiltere,Kadin,Diger,30-49,4.5,0.7,70.2
Avrupa,Ingiltere,Kadin,Diger,50-69,24.2,7.6,66.3
Avrupa,Ingiltere,Kadin,Diger,70+,29.2,13.8,57.2
Avrupa,Isvec,Erkek,Akciger,30-49,12.4,4.4,25.8
Avrupa,Isvec,Erkek,Akciger,50-69,62.3,41.9,21.0
Avrupa,Isvec,Erkek,Akciger,70+,82.6,79.0,12.5
Avrupa,Isvec,Erkek,Prostat,30-49,38.6,4.6,99.5
Avrupa,Isvec,Erkek,Prostat,50-69,52.7,6.7,95.9
Avrupa,Isvec,Erkek,Prostat,70+,277.4,68.3,87.0
Avrupa,Isvec,Erkek,Kolorektal,30-49,20.1,3.7,71.9
Avrupa,Isvec,Erkek,Kolorektal,50-69,42.7,16.0,66.8
Avrupa,Isvec,Erkek,Kolorektal,70+,142.1,58.3,58.0
